Level,ID,SchoolName,Region,Division,Municipality,Excess,Shortage,SPED_Excess,SPED_Shortage,STR,Longitude,Latitude
ES,127976,Kiam-is Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),1,0,0,0,13,124.5794624,8.3722799
ES,127977,Lumbia Central School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,24,0,0,39,124.5979005,8.3982145
ES,127979,Mambuaya Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,6,0,1,34,124.5974174,8.3262591
ES,127980,Man-ai Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,7,0,0,41,124.5433742,8.2276094
ES,127982,Pagalungan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,29,124.5539,8.3991
ES,127983,Pigsag-an Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,1,0,0,29,124.491313,8.34966
ES,127984,Taglimao Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,2,0,0,29,124.5221681,8.393935
ES,127985,Tagpangi Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,4,0,0,32,124.5606,8.3689
ES,127986,Tignapoloan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,24,124.5785236,8.2747729
ES,127987,Upper Tignapoloan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,2,0,0,36,124.56928,8.25302
ES,127988,Tuburan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,4,0,0,34,124.50488,8.375373
ES,127989,Tumpagon Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,3,0,0,32,124.462294,8.328901
ES,127990,Balulang Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,30,124.634344,8.443533
ES,127991,"Fr. William F. Masterson, SJ.,  Elementary School",Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,15,0,3,38,124.621065,8.437815
ES,127992,Macanhan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,7,0,0,33,124.631462,8.468369
ES,127993,Sacred Heart Village Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,11,0,1,38,124.623828,8.476811
ES,127994,Upper Carmen Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,7,0,0,36,124.625059,8.472976
ES,127995,West City Central School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),20,0,0,0,26,124.6377,8.473599
ES,127996,Baikingon Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,3,0,0,29,124.57204,8.46733
ES,127997,Bulao Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,5,0,0,34,124.590651,8.480618
ES,127998,Bulua Central School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,6,0,3,31,124.616425,8.503597
ES,127999,"Pedro ""Oloy"" N. Roa, Sr. Elementary School",Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,17,1,0,35,124.6068068,8.4601264
ES,128000,Camp Evangelista Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,5,0,0,32,124.6223667,8.4865948
ES,128001,Canitoan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,9,0,1,38,124.592637,8.473063
ES,128002,G. L. Reyes-Anhawon Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,2,0,0,36,124.610367,8.4827652
ES,128003,Iponan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,8,0,0,32,124.602489,8.495507
ES,128004,Pagatpat Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,12,0,1,36,124.582978,8.463191
ES,128005,Pamalihi Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,23,124.594269,8.441003
ES,128006,San Simon Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,6,0,0,35,124.56378,8.44023
ES,137181,Filipino-Chinese Friendship Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,12,0,0,134,124.73611,8.46401
ES,202002,Mangalay Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,21,124.595751,8.30697
ES,502003,Magayad Integrated School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,20,124.8772151,8.988853
ES,502006,Midkiwan Integrated School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,20,124.576645,8.342045
ES,502012,Balongkot Integrated School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,1,0,0,23,124.5147729,8.2951898
ES,502015,Cadayonan Integrated School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,1,0,0,25,124.531749,8.184098
ES,502016,Dunggoan Integrated School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,16,NA,NA
ES,502017,Iba Integrated School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,1,0,0,28,124.53869,8.29975
ES,127940,CITY CENTRAL SCHOOL,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),12,0,10,0,26,124.6453428,8.4807065
ES,127941,Cugman Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,5,0,1,32,124.703047,8.470091
ES,127942,East City Central School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),1,0,0,0,29,124.663666,8.48168
ES,127943,FS Catanico Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,2,0,0,31,124.7219449,8.4593662
ES,127944,Gusa Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,18,0,2,35,124.6827,8.47617
ES,127945,Kamakawan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,3,0,0,35,124.67031,8.43157
ES,127946,Malasag Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,1,0,0,31,124.69625,8.44883
ES,127947,Agusan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,7,0,1,33,124.742647,8.4918
ES,127948,Balubal Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,16,0,0,43,124.782179,8.460584
ES,127949,Bugo Central School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),13,0,0,1,25,124.752579,8.5036162
ES,127950,Linangohan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,24,124.7164884,8.4683778
ES,127952,Puerto Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,7,0,0,32,124.748027,8.499457
ES,127953,Suntingon Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,20,0,1,44,124.7728623,8.5082637
ES,127954,Tablon Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,12,0,1,36,124.7325906,8.4823048
ES,127955,Corrales Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,0,29,124.6538454,8.4903503
ES,127956,Macabalan Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,12,0,1,35,124.6623872,8.502884
ES,127957,North City Central School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),1,0,0,2,28,124.656544,8.499347
ES,127958,St. John Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,0,0,1,23,124.6626414,8.4902336
ES,127962,Consolacion Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,2,0,1,29,124.64582,8.49122
ES,127964,Camaman-an Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,26,0,3,37,124.65906,8.47305
ES,127965,Indahag Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,23,1,0,40,124.66727,8.42223
ES,127966,Macasandig Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,10,0,1,34,124.64402,8.46375
ES,127967,South City Central School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,3,1,0,30,124.6478934,8.4727543
ES,127968,Taguanao Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,5,0,0,33,124.637823,8.4254
ES,137075,Camansi Elementary School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,1,0,0,16,124.71902,8.43655
ES,502035,Palalan Integrated School,Region X,Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),0,1,0,0,29,124.746565,8.456055
ES,126882,Alga ES,Region X,Camiguin,CATARMAN,0,1,0,0,23,124.6838161,9.1179678
ES,126883,Bonbon Elementary School,Region X,Camiguin,CATARMAN,0,0,0,0,23,124.639253,9.193896
ES,126884,Bura Elementary School,Region X,Camiguin,CATARMAN,0,1,0,0,23,124.6512725,9.1766477
ES,126885,Catarman CS,Region X,Camiguin,CATARMAN,4,0,0,0,21,124.672823,9.128165
ES,126886,Catibac ES,Region X,Camiguin,CATARMAN,0,1,0,0,23,124.6362,9.1762
ES,126887,Compol ES,Region X,Camiguin,CATARMAN,0,2,0,0,32,124.6559371,9.1421424
ES,126888,Lawigan ES,Region X,Camiguin,CATARMAN,0,0,0,0,21,124.643776,9.165716
ES,126889,Mainit ES,Region X,Camiguin,CATARMAN,0,1,0,0,28,124.6591777,9.1580697
ES,126890,Manduao ES,Region X,Camiguin,CATARMAN,1,0,0,0,13,124.676,9.13673
ES,126891,Panghiawan Elementary School,Region X,Camiguin,CATARMAN,0,1,0,0,17,124.64882,9.14855
ES,126893,Tangaro ES,Region X,Camiguin,CATARMAN,0,0,0,0,22,124.6964285,9.1114933
ES,126894,Benoni ES,Region X,Camiguin,MAHINOG,4,0,0,1,21,124.795442,9.143922
ES,126895,Catohugan ES,Region X,Camiguin,MAHINOG,0,1,0,0,20,124.77697,9.18076
ES,126896,Hubangon Elementary School,Region X,Camiguin,MAHINOG,0,1,0,0,23,124.7852647,9.1739299
ES,126897,Mahinog Central School,Region X,Camiguin,MAHINOG,2,0,0,0,24,124.7884133,9.1541124
ES,126899,Mapa ES,Region X,Camiguin,MAHINOG,1,0,0,0,13,124.77037,9.18981
ES,126900,Owakan Elementary School,Region X,Camiguin,MAHINOG,0,0,0,0,16,124.7657418,9.1559555
ES,126901,Pontod Elementary School,Region X,Camiguin,MAHINOG,0,0,0,0,18,124.77775,9.15875
ES,126902,San Isidro ES,Region X,Camiguin,MAHINOG,0,0,0,0,16,124.77248,9.180497
ES,126903,Tacangon ES,Region X,Camiguin,MAHINOG,2,0,0,0,14,124.768528,9.140929
ES,126904,Tubod PS,Region X,Camiguin,MAHINOG,0,0,0,0,14,124.784943,9.159618
ES,126905,Agoho Elementary School,Region X,Camiguin,MAMBAJAO (Capital),2,0,0,0,22,124.66983,9.246486
ES,126906,Anito ES,Region X,Camiguin,MAMBAJAO (Capital),0,0,0,0,24,124.745185,9.229314
ES,126907,Balbagon Elementary School,Region X,Camiguin,MAMBAJAO (Capital),0,1,0,0,21,124.73917,9.23645
ES,126908,Baylao Elementary School,Region X,Camiguin,MAMBAJAO (Capital),0,0,0,0,25,124.695193,9.248781
ES,126909,Benhaan ES,Region X,Camiguin,MAMBAJAO (Capital),0,0,0,0,23,124.76635,9.20327
ES,126910,Binunsaran Elementary School,Region X,Camiguin,MAMBAJAO (Capital),0,2,0,0,24,124.7016692,9.2092192
ES,126911,Bug-ong ES,Region X,Camiguin,MAMBAJAO (Capital),0,0,0,0,18,124.6793543,9.2504946
ES,126913,Magting ES,Region X,Camiguin,MAMBAJAO (Capital),0,0,0,0,23,124.7515089,9.2242851
ES,126914,Mambajao CS,Region X,Camiguin,MAMBAJAO (Capital),4,0,2,0,26,124.7240335,9.2251006
ES,126915,Maubog Elementary School,Region X,Camiguin,MAMBAJAO (Capital),1,0,0,0,13,124.7382116,9.2236936
ES,126916,Naasag ES,Region X,Camiguin,MAMBAJAO (Capital),0,0,0,0,15,124.649597,9.235413
ES,126917,Pandan ES,Region X,Camiguin,MAMBAJAO (Capital),0,1,0,0,25,124.7280828,9.2373794
ES,126918,Quiboro ES,Region X,Camiguin,MAMBAJAO (Capital),2,0,0,0,17,124.713521,9.233244
ES,126919,Sorosoro ES,Region X,Camiguin,MAMBAJAO (Capital),0,0,0,0,18,124.723819,9.225108
ES,126920,Tagdo ES,Region X,Camiguin,MAMBAJAO (Capital),5,0,0,0,18,124.688203,9.235737
ES,126921,Tupsan ES,Region X,Camiguin,MAMBAJAO (Capital),0,2,0,0,26,124.776935,9.200911
ES,126922,Volcan ES,Region X,Camiguin,MAMBAJAO (Capital),0,2,0,0,19,124.650001,9.225193
ES,126923,Yumbing ES,Region X,Camiguin,MAMBAJAO (Capital),0,0,0,1,27,124.6571928,9.2381367
ES,126926,BALITE ELEMENTARY SCHOOL,Region X,Camiguin,SAGAY,0,0,0,0,25,124.762212,9.081131
ES,126928,Butay ES,Region X,Camiguin,GUINSILIBAN,0,3,0,0,22,124.7697,9.10357
ES,126929,Cabuan ES,Region X,Camiguin,GUINSILIBAN,0,1,0,0,23,124.7952062,9.1174473
ES,126930,Cantaan Elementary School,Region X,Camiguin,GUINSILIBAN,0,1,0,0,17,124.79723,9.10863
ES,126931,Guinsiliban CS,Region X,Camiguin,GUINSILIBAN,3,0,0,0,17,124.785759,9.098078
ES,126932,Liong ES,Region X,Camiguin,GUINSILIBAN,0,1,0,0,22,124.77666,9.08314
ES,126933,Maac Elementary School,Region X,Camiguin,GUINSILIBAN,0,1,0,0,21,124.79471,9.12735
ES,126934,Manuyog ES,Region X,Camiguin,SAGAY,0,2,0,0,30,124.7534,9.094503
ES,126935,Sagay Central School,Region X,Camiguin,SAGAY,0,0,0,0,26,124.729235,9.104326
ES,126936,Subocan ES,Region X,Camiguin,SAGAY,0,1,0,0,20,124.744656,9.125209
ES,200003,Binaliwan PS,Region X,Camiguin,MAHINOG,0,1,0,0,29,124.78874,9.16088
ES,500683,Alangilan Integrated School,Region X,Camiguin,SAGAY,0,1,0,1,28,124.7456347,9.1024301
ES,500684,Bugang Integrated School,Region X,Camiguin,SAGAY,0,0,0,0,26,124.7056891,9.1076754
ES,500685,Kuguita IS,Region X,Camiguin,MAMBAJAO (Capital),0,1,0,0,26,124.685075,9.249575
ES,500686,Sto. Niño Integrated School,Region X,Camiguin,CATARMAN,0,0,0,0,25,124.6731164,9.1499496
ES,500962,Bacnit Integrated School,Region X,Camiguin,SAGAY,0,1,0,0,21,124.71039,9.12482
ES,127667,Amoros ES,Region X,El Salvador,CITY OF EL SALVADOR,0,2,0,0,30,126.546478,8.527533
ES,127668,Bolisong ES,Region X,El Salvador,CITY OF EL SALVADOR,0,1,0,0,28,124.4849843,8.5349553
ES,127669,San Francisco de Asis ES (Calongonan ES),Region X,El Salvador,CITY OF EL SALVADOR,0,2,0,0,26,124.44254,8.46058
ES,127670,Cogon ES,Region X,El Salvador,CITY OF EL SALVADOR,0,5,0,1,32,124.497158,8.540392
ES,127671,El Salvador City CS,Region X,El Salvador,CITY OF EL SALVADOR,0,8,1,0,33,124.52141,8.55706
ES,127672,Himaya ES,Region X,El Salvador,CITY OF EL SALVADOR,0,4,0,0,37,124.5192713,8.5269423
ES,127673,Hinigdaan ES,Region X,El Salvador,CITY OF EL SALVADOR,0,2,0,1,30,124.4649017,8.4999967
ES,127675,Kibonbon ES,Region X,El Salvador,CITY OF EL SALVADOR,0,0,0,1,27,124.49579,8.55049
ES,127676,Molugan Central School,Region X,El Salvador,CITY OF EL SALVADOR,0,8,0,2,35,124.56223,8.53306
ES,127677,Pedro Sa. Baculio ES (Bolobolo),Region X,El Salvador,CITY OF EL SALVADOR,0,0,0,1,27,124.531934,8.553904
ES,127678,Sambulawan Elementary School,Region X,El Salvador,CITY OF EL SALVADOR,0,1,0,0,27,124.5287696,8.5048266
ES,127679,Sinaloc Elementary School,Region X,El Salvador,CITY OF EL SALVADOR,0,2,0,0,31,124.51992,8.53047
ES,127680,Taytay ES,Region X,El Salvador,CITY OF EL SALVADOR,0,3,0,1,33,124.5408078,8.5422909
ES,127681,Ulaliman Elementary School,Region X,El Salvador,CITY OF EL SALVADOR,0,1,0,0,28,124.523016,8.543615
ES,501927,Kalabaylabay Integrated School,Region X,El Salvador,CITY OF EL SALVADOR,0,3,0,0,36,124.47857,8.52868
ES,111092,Sagu-Ilaw Ta Kabuka Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,9,125.23232,8.7584
ES,111420,Bayawon Ta Malagwas Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,9,125.23579,8.78225
ES,111422,Balay Ha Tagnauwan Ta Bayungon Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,21,125.21916,8.68575
ES,111804,Pignanaw Sa Banugan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,10,125.12884,8.6826
ES,111852,KALANDANG TA ANAHAW ELEMENTARY SCHOOL,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,19,124.94296,8.7985
ES,128007,Anakan Central School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,27,125.174789,8.848266
ES,128008,Bagubad Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,15,125.150414,8.793475
ES,128009,Bal-ason Central School,Region X,Gingoog City,GINGOOG CITY,3,0,0,0,24,125.144058,8.698293
ES,128010,Daan Lungsod Elementary School,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,29,125.128504,8.837651
ES,128011,Hindangon Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,23,125.136337,8.670973
ES,128012,Lawaan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,22,125.100632,8.701178
ES,128013,Lawit Elementary school,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,18,125.122261,8.73681
ES,128014,Libon Elementary School,Region X,Gingoog City,GINGOOG CITY,0,2,0,1,18,125.123291,8.781261
ES,128015,Mamaran Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,24,125.120201,8.708644
ES,128016,Elpidio Galarion Ampatin Primary School,Region X,Gingoog City,GINGOOG CITY,0,3,0,0,28,125.23232,8.7584
ES,128018,Mimbunga Elementary School,Region X,Gingoog City,GINGOOG CITY,0,5,0,0,36,125.173416,8.803654
ES,128019,Minsapinit Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,24,125.177879,8.829099
ES,128020,Punong Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,19,125.154877,8.836223
ES,128021,Sta. Rita Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,28,125.130157,8.814511
ES,128022,Tinabalan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,17,125.175476,8.778207
ES,128023,Dinawehan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,21,125.181313,8.742918
ES,128024,Dreamland Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,15,125.191269,8.785672
ES,128026,DULAG ELEMENTARY SCHOOL,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,17,125.210838,8.869468
ES,128027,EUREKA ELEMENTARY SCHOOL,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,16,125.192986,8.706608
ES,128028,Eustaquio Teneza Elementary School,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,19,125.087242,8.763278
ES,128029,IMPALUHOD ELEMENTARY SCHOOL,Region X,Gingoog City,GINGOOG CITY,0,3,0,0,21,125.222511,8.708305
ES,128030,Kalipay Central School,Region X,Gingoog City,GINGOOG CITY,1,0,0,0,24,125.219765,8.801958
ES,128032,Kianlagan Elementary School,Region X,Gingoog City,GINGOOG CITY,4,0,0,0,10,125.206032,8.78669
ES,128033,Kidahon Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,16,125.223541,8.828081
ES,128034,Malibud Central School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,25,125.216331,8.818243
ES,128035,Malinao Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,24,125.223885,8.838259
ES,128036,Tagpako Elementary School,Region X,Gingoog City,GINGOOG CITY,0,4,0,0,31,125.196075,8.847757
ES,128037,Maribucao Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,24,125.191612,8.816207
ES,128038,Odiongan Central School,Region X,Gingoog City,GINGOOG CITY,0,4,0,0,31,125.174446,8.874895
ES,128039,Pandacdacan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,15,125.192986,8.869807
ES,128040,Pangasihan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,3,0,0,31,125.188866,8.890499
ES,128041,San Jose Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,19,125.211182,8.803654
ES,128044,Tagdaging Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,19,125.222855,8.863362
ES,128045,Talisay Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,28,125.194702,8.897283
ES,128047,Topside Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,13,125.197792,8.806029
ES,128050,Don Restituto Baol Central School,Region X,Gingoog City,GINGOOG CITY,0,11,1,0,32,125.101906,8.823109
ES,128051,Esik Campilan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,12,125.053596,8.691675
ES,128052,Barangay 18-A Elementary School,Region X,Gingoog City,GINGOOG CITY,0,4,0,0,31,125.103889,8.82472
ES,128053,Lunotan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,17,125.06424,8.702196
ES,128054,Magallanes Elementary School,Region X,Gingoog City,GINGOOG CITY,0,4,0,0,33,125.095414,8.826406
ES,128055,Manuel Lugod Central School,Region X,Gingoog City,GINGOOG CITY,4,0,2,0,26,125.098976,8.825834
ES,128056,Ramon Arevalo Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,20,125.100975,8.761581
ES,128057,Ricoro Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,20,125.081749,8.729345
ES,128058,Roy Vizcara Elementary School,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,19,125.081749,8.715771
ES,128059,Agay-ayan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,5,0,0,32,125.051796,8.867178
ES,128060,Alagatan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,20,125.070419,8.722218
ES,128063,Baybay  Elementary School,Region X,Gingoog City,GINGOOG CITY,0,3,0,0,30,125.067363,8.851878
ES,128064,Binakalan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,17,125.095825,8.777529
ES,128065,Dona J. Pelaez Reyes CS,Region X,Gingoog City,GINGOOG CITY,0,7,0,0,34,125.032654,8.880323
ES,128067,Kibuging Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,11,125.013771,8.861666
ES,128068,Kipuntos Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,21,125.068359,8.737489
ES,128069,Lunao Central School,Region X,Gingoog City,GINGOOG CITY,0,3,0,0,28,125.073333,8.823889
ES,128071,Mimbuntong Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,16,125.030594,8.813154
ES,128072,Mindulean Elementary School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,12,125.05188,8.790083
ES,128076,San Juan Central School,Region X,Gingoog City,GINGOOG CITY,0,5,0,0,34,125.070419,8.833848
ES,128078,Tinulongan Elementary School,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,17,125.05394,8.760563
ES,202502,Silangan Primary School,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,13,125.231094,8.814171
ES,202503,Minpakiki Elementary School,Region X,Gingoog City,GINGOOG CITY,2,0,0,0,12,125.228004,8.806368
ES,500741,Murallon Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,22,125.069733,8.7911
ES,500799,Pigsalohan Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,24,125.007591,8.823332
ES,500800,Dukdokaan Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,7,0,0,139,125.207748,8.671312
ES,500801,Bantaawan Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,20,125.000038,8.840294
ES,500802,Sioan Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,24,125.232124,8.83758
ES,500811,Pedro Maligmat Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,1,1,0,27,125.052399,8.837241
ES,501023,Civoleg Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,30,125.038147,8.680815
ES,501024,Sangalan Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,24,125.212555,8.756491
ES,501025,Sulpicio Lugod Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,23,125.079346,8.777868
ES,501379,Alfonso Ang Militante Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,28,125.097198,8.80658
ES,501400,Talon Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,18,125.203629,8.819939
ES,501432,Kalagonoy Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,1,0,0,23,125.060806,8.727648
ES,501435,Fructuso Rife Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,2,0,0,19,125.043297,8.80535
ES,501436,Kamanikan Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,1,0,0,0,24,125.224228,8.813832
ES,502155,Mimbalagon Integrated School - Elem,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,13,125.162086,8.766331
ES,502156,Baliguihan Integrated School,Region X,Gingoog City,GINGOOG CITY,0,0,0,0,14,125.231317,8.7158
ES,103736,LIBANDAYAN ELEMENTARY SCHOOL,Region X,Iligan City,ILIGAN CITY,0,2,0,0,29,124.4562763,8.2225762
ES,103744,SALINGSING ELEMENTARY SCHOOL,Region X,Iligan City,ILIGAN CITY,0,0,0,0,16,124.4835198,8.215434
ES,103752,KIANIBONG ELEMENTARY SCHOOL,Region X,Iligan City,ILIGAN CITY,0,2,0,0,24,124.416031,8.205212
ES,128079,Bagong Silang ES,Region X,Iligan City,ILIGAN CITY,0,2,0,0,27,124.2549004,8.2394236
ES,128081,Tambo Central School,Region X,Iligan City,ILIGAN CITY,0,29,0,4,38,124.257199,8.244199
ES,128082,Luinab Elementary School,Region X,Iligan City,ILIGAN CITY,0,5,0,0,34,124.26754,8.243051
ES,128083,Abuno ES,Region X,Iligan City,ILIGAN CITY,0,1,0,0,30,124.254982,8.186384
ES,128084,Dorotheo Lloren MES,Region X,Iligan City,ILIGAN CITY,0,0,0,0,23,124.2767939,8.1724684
ES,128086,Miguel Obach MES,Region X,Iligan City,ILIGAN CITY,3,0,0,0,24,124.252408,8.2130483
ES,128087,Servillano G. Reuyan Memorial Elementary School,Region X,Iligan City,ILIGAN CITY,0,1,0,0,27,124.279992,8.188608
