Level,ID,SchoolName,Region,Division,Municipality,Excess,Shortage,SPED_Excess,SPED_Shortage,STR,Longitude,Latitude
ES,131456,Agyabao ES,CARAGA,Agusan del Norte,LAS NIEVES,0,2,0,0,30,125.6286031,8.7293552
ES,131457,Ambacon ES,CARAGA,Agusan del Norte,LAS NIEVES,0,1,0,0,27,125.6270922,8.713132
ES,131458,Bonifacio ES,CARAGA,Agusan del Norte,LAS NIEVES,0,1,0,0,24,125.6560796,8.7638185
ES,131459,Casiklan ES,CARAGA,Agusan del Norte,LAS NIEVES,4,0,0,0,20,125.4624731,8.7289352
ES,131460,Dalagangan ES,CARAGA,Agusan del Norte,LAS NIEVES,0,0,0,0,28,125.57161,8.69635
ES,131461,Durian ES,CARAGA,Agusan del Norte,LAS NIEVES,0,1,0,0,27,125.49261,8.71607
ES,131462,E. G. Montilla ES,CARAGA,Agusan del Norte,LAS NIEVES,0,1,0,0,28,125.6364403,8.7038716
ES,131463,Fatima ES,CARAGA,Agusan del Norte,LAS NIEVES,1,0,0,0,14,125.50842,8.73197
ES,131464,Ibuan ES,CARAGA,Agusan del Norte,LAS NIEVES,0,0,0,0,17,125.51649,8.7239
ES,131465,Kahayagan ES,CARAGA,Agusan del Norte,LAS NIEVES,2,0,0,0,14,125.5588191,8.7599057
ES,131466,Katipunan ES,CARAGA,Agusan del Norte,LAS NIEVES,0,0,0,0,22,125.6256634,8.7502244
ES,131467,Balungagan ES,CARAGA,Agusan del Norte,LAS NIEVES,0,0,0,0,22,125.54204,8.73256
ES,131468,Las Nieves CES,CARAGA,Agusan del Norte,LAS NIEVES,5,0,0,0,20,125.6026894,8.7318968
ES,131470,Lingayao ES,CARAGA,Agusan del Norte,LAS NIEVES,0,1,0,0,27,125.5844006,8.7456373
ES,131471,Malicato ES,CARAGA,Agusan del Norte,LAS NIEVES,0,2,0,0,24,125.614254,8.7377507
ES,131472,Maningalao ES,CARAGA,Agusan del Norte,LAS NIEVES,0,4,0,0,31,125.57278,8.72008
ES,131473,Marcos Calo ES,CARAGA,Agusan del Norte,LAS NIEVES,0,3,0,0,33,125.67115,8.74228
ES,131474,Mat-i CES,CARAGA,Agusan del Norte,LAS NIEVES,0,0,0,0,25,125.5913745,8.7101428
ES,131475,New Cana-an ES,CARAGA,Agusan del Norte,LAS NIEVES,0,0,0,0,18,125.43164,8.73935
ES,131476,Pinanaan ES,CARAGA,Agusan del Norte,LAS NIEVES,0,4,0,0,38,125.59994,8.70023
ES,131477,Sagbuco ES,CARAGA,Agusan del Norte,LAS NIEVES,0,1,0,0,26,125.64959,8.72687
ES,131478,San Roque ES,CARAGA,Agusan del Norte,LAS NIEVES,0,1,0,0,18,125.66425,8.70491
ES,131479,Subait Elementary School,CARAGA,Agusan del Norte,LAS NIEVES,0,0,0,0,20,125.64504,8.79362
ES,131480,Tinucoran ES,CARAGA,Agusan del Norte,LAS NIEVES,0,2,0,0,21,125.6018776,8.7471963
ES,211505,Bokbokon Elementary School,CARAGA,Agusan del Norte,LAS NIEVES,0,2,0,0,32,125.32878,8.74218
ES,500048,Lawan-Lawan Elementary School,CARAGA,Agusan del Norte,LAS NIEVES,6,0,0,0,11,125.39388,8.73503
ES,131415,A.P. Quiamjot ES,CARAGA,Agusan del Norte,CARMEN,0,0,0,0,14,125.2794,8.95951
ES,131416,Cahayagan ES,CARAGA,Agusan del Norte,CARMEN,0,0,0,0,22,125.23572,9.03256
ES,131417,Carmen CES,CARAGA,Agusan del Norte,CARMEN,7,0,0,1,24,125.29336,8.98796
ES,131418,Cervantina ES,CARAGA,Agusan del Norte,CARMEN,0,4,0,0,34,125.21324,9.08614
ES,131419,Dona Josefa Antillon ES,CARAGA,Agusan del Norte,CARMEN,0,2,0,0,23,125.2552,9.01942
ES,131420,Elpedio Salas Sr. ES,CARAGA,Agusan del Norte,CARMEN,0,1,0,0,16,125.2774436,8.9748559
ES,131421,Gosoon ES,CARAGA,Agusan del Norte,CARMEN,2,0,0,0,22,125.21917,9.07072
ES,131423,Rojales ES,CARAGA,Agusan del Norte,CARMEN,1,0,0,0,23,125.27684000000001,8.99302
ES,131424,San Agustin ES,CARAGA,Agusan del Norte,CARMEN,0,1,0,1,25,125.22347,9.05657
ES,131425,San Isidro ES,CARAGA,Agusan del Norte,CARMEN,0,1,0,0,19,125.2402192,8.9934203
ES,131426,Tagcatong Elementary School,CARAGA,Agusan del Norte,CARMEN,1,0,0,0,21,125.26416,8.99946
ES,131427,A. Beltran ES,CARAGA,Agusan del Norte,JABONGA,0,2,0,0,30,125.55767,9.37475
ES,131428,Baleguian ES,CARAGA,Agusan del Norte,JABONGA,0,0,0,0,28,125.55333,9.35722
ES,131429,BANGONAY CES,CARAGA,Agusan del Norte,JABONGA,1,0,0,1,26,125.5542612,9.3158478
ES,131430,Bunga ES,CARAGA,Agusan del Norte,JABONGA,0,3,0,0,22,125.49054,9.4336
ES,131431,Colorado ES,CARAGA,Agusan del Norte,JABONGA,0,1,0,0,26,125.52932,9.31836
ES,131432,Cuyago ES,CARAGA,Agusan del Norte,JABONGA,0,2,0,0,28,125.55217,9.34493
ES,131433,Jabonga Central Elementary School,CARAGA,Agusan del Norte,JABONGA,0,0,0,1,28,125.51584,9.34103
ES,131434,Libas Elementary School,CARAGA,Agusan del Norte,JABONGA,0,1,0,0,20,125.55115,9.30603
ES,131435,Juan L. Subrastas ES,CARAGA,Agusan del Norte,JABONGA,0,0,0,0,27,125.48449,9.35181
ES,131436,Magsaysay ES,CARAGA,Agusan del Norte,JABONGA,0,1,0,0,30,125.540006,9.3185963
ES,131437,Maraiging ES,CARAGA,Agusan del Norte,JABONGA,0,1,0,0,20,125.5723536,9.3668347
ES,131438,Narcisa M. Bermudez ES,CARAGA,Agusan del Norte,JABONGA,0,1,0,0,23,125.5248767,9.3104356
ES,131439,Petogo PS,CARAGA,Agusan del Norte,JABONGA,0,1,0,0,10,125.49683,9.31749
ES,131440,San Jose ES,CARAGA,Agusan del Norte,JABONGA,0,2,0,0,21,125.46881,9.37892
ES,131441,San Pablo ES,CARAGA,Agusan del Norte,JABONGA,1,0,0,0,21,125.50924,9.36987
ES,131442,San Vicente ES,CARAGA,Agusan del Norte,JABONGA,0,1,0,0,29,125.4642395,9.4062901
ES,131443,Sto. Nino ES,CARAGA,Agusan del Norte,JABONGA,0,1,0,0,20,125.49219,9.33186
ES,131444,Tagbuaya ES,CARAGA,Agusan del Norte,JABONGA,0,2,0,0,25,NA,NA
ES,131445,Bliss  Elementary School,CARAGA,Agusan del Norte,KITCHARAO,0,1,0,0,28,125.57955,9.45473
ES,131446,H.V. Dagani ES,CARAGA,Agusan del Norte,KITCHARAO,0,1,0,0,19,125.5588,9.3779
ES,131447,Hinimbangan ES,CARAGA,Agusan del Norte,KITCHARAO,0,0,0,0,13,125.6161791,9.4427436
ES,131448,Jaliobong Elementary School,CARAGA,Agusan del Norte,KITCHARAO,0,1,0,0,28,125.559951,9.4006417
ES,131449,Jose Bermudez ES,CARAGA,Agusan del Norte,KITCHARAO,0,0,0,0,20,125.58082,9.44241
ES,131450,Kitcharao CES,CARAGA,Agusan del Norte,KITCHARAO,5,0,0,0,25,125.57449,9.45535
ES,131451,Mahayahay ES,CARAGA,Agusan del Norte,KITCHARAO,0,1,0,0,26,125.58401,9.44531
ES,131452,P.C. Reyes ES,CARAGA,Agusan del Norte,KITCHARAO,0,1,0,0,27,125.556248,9.408758
ES,131453,San Isidro ES,CARAGA,Agusan del Norte,KITCHARAO,0,1,0,0,26,125.5698316,9.4091712
ES,131454,San Roque Elementary School,CARAGA,Agusan del Norte,KITCHARAO,2,0,0,0,20,125.55694,9.42228
ES,131455,Zapanta Valley PS,CARAGA,Agusan del Norte,KITCHARAO,0,1,0,0,21,125.6043566,9.3728996
ES,131481,Buhang ES,CARAGA,Agusan del Norte,MAGALLANES,4,0,0,0,24,125.52514,9.03542
ES,131482,Caloc-an ES,CARAGA,Agusan del Norte,MAGALLANES,1,0,0,0,22,125.5289,9.04544
ES,131483,Guiasan ES,CARAGA,Agusan del Norte,MAGALLANES,0,0,0,0,23,125.54476,9.00605
ES,131484,Magallanes North Elementary School,CARAGA,Agusan del Norte,MAGALLANES,2,0,0,0,22,125.51868,9.02596
ES,131485,Magallanes CES,CARAGA,Agusan del Norte,MAGALLANES,7,0,0,0,22,125.5177804,9.0193506
ES,131486,Milan ES,CARAGA,Agusan del Norte,MAGALLANES,0,1,0,0,18,125.55537,9.04493
ES,131487,New Townsite ES,CARAGA,Agusan del Norte,MAGALLANES,0,1,0,0,21,125.5224103,9.0187991
ES,131488,Pupotsan ES,CARAGA,Agusan del Norte,MAGALLANES,0,0,0,0,19,125.56077,9.02201
ES,131489,Sto. Nino ES,CARAGA,Agusan del Norte,MAGALLANES,0,0,0,0,16,125.51309,9.03056
ES,131490,Aclan Elementary School,CARAGA,Agusan del Norte,NASIPIT,0,0,0,0,21,125.308637,8.9906651
ES,131491,Amontay ES,CARAGA,Agusan del Norte,NASIPIT,1,0,0,0,22,125.3197521,8.9888212
ES,131492,Ata-Atahon ES,CARAGA,Agusan del Norte,NASIPIT,1,0,0,0,22,125.37344,8.98223
ES,131493,Camagong ES,CARAGA,Agusan del Norte,NASIPIT,0,2,0,0,29,125.336933,8.969257
ES,131494,Cubi-Cubi ES,CARAGA,Agusan del Norte,NASIPIT,0,1,0,0,28,125.38286,8.97587
ES,131495,Culit ES,CARAGA,Agusan del Norte,NASIPIT,1,0,0,0,23,125.3570813,8.9444698
ES,131497,Jaguimitan ES,CARAGA,Agusan del Norte,NASIPIT,1,0,0,0,27,125.3447411,8.9233414
ES,131498,Mateo B. Abao CES,CARAGA,Agusan del Norte,NASIPIT,4,0,0,0,20,125.36006,8.9742
ES,131499,Minbahandi ES,CARAGA,Agusan del Norte,NASIPIT,0,3,0,0,33,125.29146,8.86164
ES,131500,Nasipit CES,CARAGA,Agusan del Norte,NASIPIT,3,0,0,0,26,125.3439336,8.9845576
ES,131501,Punta ES,CARAGA,Agusan del Norte,NASIPIT,7,0,0,0,19,125.34955,8.99
ES,131502,Sta. Ana ES,CARAGA,Agusan del Norte,NASIPIT,0,2,0,0,26,125.32933,8.98631
ES,131503,Tagbabacon Elementary School,CARAGA,Agusan del Norte,NASIPIT,0,0,0,0,17,125.34534,8.92355
ES,131504,Talisay ES SPED Center,CARAGA,Agusan del Norte,NASIPIT,4,0,3,0,19,125.3396624,8.982282
ES,131505,Triangulo ES,CARAGA,Agusan del Norte,NASIPIT,1,0,0,0,22,125.3493959,8.9765072
ES,131506,Abilan ES,CARAGA,Agusan del Norte,BUENAVISTA,0,2,0,0,29,125.4664281,8.9685208
ES,131507,Agong-ong ES,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,25,125.38926,8.96325
ES,131508,Buenavista CES,CARAGA,Agusan del Norte,BUENAVISTA,0,4,0,0,30,125.41024,8.97601
ES,131510,Manapa I ES,CARAGA,Agusan del Norte,BUENAVISTA,0,4,0,0,35,125.442276,8.976903
ES,131512,Matabao Elementary School,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,29,125.4213,8.96765
ES,131513,Sacol ES,CARAGA,Agusan del Norte,BUENAVISTA,0,2,0,0,28,125.39961,8.98101
ES,131514,TINAGO ES,CARAGA,Agusan del Norte,BUENAVISTA,3,0,0,0,21,125.42199,8.9752
ES,131530,Balangbalang ES,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,0,2,0,0,28,125.62174,9.05451
ES,131531,Humilog ES,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,0,2,0,0,23,125.56912,9.05785
ES,131532,Luis B. Azura Sr. Memorial ES,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,3,0,0,0,21,125.58078,9.06635
ES,131533,Panaytayon ES,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,4,0,0,0,5,125.57264,9.03843
ES,131534,RT Romualdez CES,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,5,0,0,1,23,125.58548,9.05196
ES,131535,San Antonio ES,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,0,0,0,0,23,125.64156,9.05822
ES,131536,Tagbongabong ES,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,2,0,0,1,24,125.6149,9.07947
ES,131537,Dona Telesfora L. Ong Oh ES,CARAGA,Agusan del Norte,SANTIAGO,0,3,0,0,28,125.56459,9.23019
ES,131538,Jagupit ES,CARAGA,Agusan del Norte,SANTIAGO,1,0,0,0,22,125.55742,9.24226
ES,131539,Jose L. Ong Oh Jr. ES,CARAGA,Agusan del Norte,SANTIAGO,0,2,0,0,29,125.55567,9.24874
ES,131540,Kauswagan de Oro ES,CARAGA,Agusan del Norte,SANTIAGO,0,2,0,0,33,125.53464,9.28112
ES,131541,La Paz ES,CARAGA,Agusan del Norte,SANTIAGO,0,0,0,0,28,125.5477446,9.2609839
ES,131542,Monte De Oro Elementary School,CARAGA,Agusan del Norte,SANTIAGO,0,1,0,0,20,125.6246656,9.2740339
ES,131543,Monte Grande ES,CARAGA,Agusan del Norte,SANTIAGO,0,2,0,0,27,125.63323,9.25476
ES,131544,Cadahondahonan ES,CARAGA,Agusan del Norte,SANTIAGO,0,1,0,0,18,125.5763438,9.2887241
ES,131545,Prospero D. Salas ES,CARAGA,Agusan del Norte,SANTIAGO,0,4,0,0,38,125.5482524,9.2926164
ES,131546,Santiago CES,CARAGA,Agusan del Norte,SANTIAGO,0,6,0,0,32,125.56024,9.263
ES,131547,Villa Serrano ES,CARAGA,Agusan del Norte,SANTIAGO,0,1,0,0,24,125.57793,9.26551
ES,131549,Bagang ES,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,25,125.39908,8.80685
ES,131550,Cogon Central Elementary School,CARAGA,Agusan del Norte,BUENAVISTA,3,0,0,0,22,125.4080982,8.9684181
ES,131551,Dalao-an ES,CARAGA,Agusan del Norte,BUENAVISTA,0,2,0,0,18,125.41527,8.91412
ES,131552,Kabalalahan ES,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,32,125.42172,8.88114
ES,131553,Labong Elementary School,CARAGA,Agusan del Norte,BUENAVISTA,0,3,0,0,25,125.4137,8.79724
ES,131554,Lekda Elementary School,CARAGA,Agusan del Norte,BUENAVISTA,0,4,0,0,34,125.414508,8.767164
ES,131555,Linao-Linao ES,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,26,NA,NA
ES,131556,Lomboyan ES,CARAGA,Agusan del Norte,BUENAVISTA,1,0,0,0,22,125.38054,8.94925
ES,131557,Lower Olave ES,CARAGA,Agusan del Norte,BUENAVISTA,0,0,0,0,20,125.447031,8.825719
ES,131558,Macalang ES,CARAGA,Agusan del Norte,BUENAVISTA,0,3,0,0,35,125.4501,8.949
ES,131559,Malapong ES,CARAGA,Agusan del Norte,BUENAVISTA,0,4,0,0,40,125.42315,8.94124
ES,131560,Malpoc ES,CARAGA,Agusan del Norte,BUENAVISTA,0,0,0,0,24,125.39915,8.94897
ES,131561,Manlangit ES,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,19,125.45425,8.92278
ES,131562,Monteverde Elementary School,CARAGA,Agusan del Norte,BUENAVISTA,0,0,0,0,17,125.46926,8.80239
ES,131563,New Bohol ES,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,20,125.4426633,8.8746834
ES,131564,Olave ES,CARAGA,Agusan del Norte,BUENAVISTA,0,2,0,0,24,125.4601,8.8208
ES,131565,RIZAL CES,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,25,125.39899,8.93105
ES,131566,San Roque ES,CARAGA,Agusan del Norte,BUENAVISTA,0,3,0,0,22,125.41724,8.85011
ES,131567,Sangay ES,CARAGA,Agusan del Norte,BUENAVISTA,0,0,0,0,25,125.430787,8.86646
ES,131568,Simbalan Central ES,CARAGA,Agusan del Norte,BUENAVISTA,3,0,0,0,20,125.4383,8.81556
ES,131569,Talo-ao ES,CARAGA,Agusan del Norte,BUENAVISTA,0,2,0,0,33,125.4249269,8.95165
ES,131570,Tanutao ES,CARAGA,Agusan del Norte,BUENAVISTA,0,0,0,0,26,125.402804,8.9056649
ES,131571,Tapnigue ES,CARAGA,Agusan del Norte,BUENAVISTA,0,1,0,0,21,125.44962,8.85975
ES,131581,Beto ES,CARAGA,Agusan del Norte,TUBAY,0,0,0,0,23,125.547,9.151
ES,131582,Binuangan ES,CARAGA,Agusan del Norte,TUBAY,1,0,0,0,28,125.52413,9.21834
ES,131583,Cabayawa ES,CARAGA,Agusan del Norte,TUBAY,0,0,0,0,25,125.5248463,9.1400627
ES,131584,Dona Rosario Central Elem. School,CARAGA,Agusan del Norte,TUBAY,0,0,0,0,24,125.56069,9.15761
ES,131585,DOÑA TELESFORA ES,CARAGA,Agusan del Norte,TUBAY,0,5,0,0,35,125.57758,9.19607
ES,131586,La Fraternidad ES,CARAGA,Agusan del Norte,TUBAY,0,4,0,0,29,125.54184,9.16169
ES,131587,Lawigan ES,CARAGA,Agusan del Norte,TUBAY,0,2,0,0,20,125.50413,9.30277
ES,131588,RAM Elementary School,CARAGA,Agusan del Norte,TUBAY,0,0,0,0,14,125.6233641,9.2070548
ES,131589,Sta. Ana ES,CARAGA,Agusan del Norte,TUBAY,0,6,0,0,40,125.5634749,9.1937526
ES,131590,Tagmamarkay ES,CARAGA,Agusan del Norte,TUBAY,1,0,0,0,26,125.56506,9.21468
ES,131591,Tagpangahoy ES,CARAGA,Agusan del Norte,TUBAY,1,0,0,0,16,125.51505,9.23615
ES,131592,Tinigbasan ES,CARAGA,Agusan del Norte,TUBAY,1,0,0,0,18,125.5112,9.26652
ES,131593,Tubay Central Elementary School,CARAGA,Agusan del Norte,TUBAY,0,5,0,0,31,125.52463,9.16702
ES,131594,Victory ES,CARAGA,Agusan del Norte,TUBAY,0,0,0,0,25,125.5589563,9.148813
ES,211501,Tabon Elementary School,CARAGA,Agusan del Norte,NASIPIT,1,0,0,0,17,125.29734,8.95851
ES,211503,Cabayugan ES,CARAGA,Agusan del Norte,BUENAVISTA,0,2,0,0,25,125.44374,8.81549
ES,211504,Dahikan ES,CARAGA,Agusan del Norte,MAGALLANES,0,0,0,0,24,125.53439,9.06345
ES,211506,Datu Saldong Domino ES,CARAGA,Agusan del Norte,BUENAVISTA,0,2,0,0,22,125.393367,8.775982
ES,211507,San Juan ES,CARAGA,Agusan del Norte,BUENAVISTA,0,0,0,0,21,125.46455,8.98511
ES,211508,Mangumihay ES,CARAGA,Agusan del Norte,NASIPIT,0,0,0,0,12,125.30945,8.85522
ES,211509,Eliseo G. Alipao Elementary School,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,0,0,0,0,15,125.56611,9.06682
ES,211510,Poblacion Doz ES,CARAGA,Agusan del Norte,REMEDIOS T. ROMUALDEZ,0,1,0,0,20,125.60478,9.06267
ES,211511,Calayagon ES,CARAGA,Agusan del Norte,BUENAVISTA,0,4,0,0,28,125.38816,8.94989
ES,500047,Buenavista SPED Elementary School,CARAGA,Agusan del Norte,BUENAVISTA,0,6,11,0,22,125.40853,8.97617
ES,500049,Manapa CES,CARAGA,Agusan del Norte,BUENAVISTA,5,0,0,0,18,125.44915,8.98076
ES,500311,Manoligao Elementary School,CARAGA,Agusan del Norte,CARMEN,0,0,0,0,27,125.25001,8.95951
ES,500313,F.S. Omayana Elementary School,CARAGA,Agusan del Norte,BUENAVISTA,0,4,0,0,34,125.458143,8.9502847
ES,500314,Hinandayan Elementary School,CARAGA,Agusan del Norte,NASIPIT,0,1,0,0,28,125.29336,8.9093
ES,131666,Agsabo Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,2,0,0,31,NA,NA
ES,131667,Bakingking Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,16,125.52548,8.677928
ES,131670,Bunaguit Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,26,125.4762051,8.6138897
ES,131671,Calabuan Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,3,0,0,23,NA,NA
ES,131672,Dakutan Central Elementary School,CARAGA,Agusan del Sur,ESPERANZA,2,0,0,1,24,125.6827574,8.6655145
ES,131673,ESPERANZA CENTRAL ELEMENTARY SCHOOL,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,1,26,125.6487712,8.6759023
ES,131674,Guibonon Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,13,125.3480161,8.6124365
ES,131675,Hawilian ES,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,27,125.3819,8.4014
ES,131676,Imelda ES,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,18,125.693958,8.688051
ES,131677,Juan Luna ES,CARAGA,Agusan del Sur,ESPERANZA,0,3,0,0,32,125.6972578,8.6735328
ES,131678,Kinamaybay Elementary School,CARAGA,Agusan del Sur,ESPERANZA,2,0,0,0,21,125.361881,8.665936
ES,131679,Kubo ES,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,19,125.6511172,8.6924219
ES,131680,Langag ES,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,23,125.694,8.6677
ES,131682,Milagros ES,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,29,125.581441,8.6373005
ES,131683,New Gingoog ES,CARAGA,Agusan del Sur,ESPERANZA,0,2,0,0,23,125.5866105,8.6821768
ES,131685,Jose Calo Agudo ES,CARAGA,Agusan del Sur,ESPERANZA,0,2,0,1,26,125.663474,8.6660766
ES,131686,Remedios ES,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,27,125.609733,8.6656232
ES,131687,Salug ES,CARAGA,Agusan del Sur,ESPERANZA,0,3,0,0,28,125.4119836,8.6071496
ES,131688,San Isidro ES,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,22,125.68,8.67
ES,131689,SAN JOSE ELEMENTARY SCHOOL,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,19,NA,NA
ES,131690,San Vicente PS,CARAGA,Agusan del Sur,ESPERANZA,0,2,0,0,21,125.4056507,8.4891067
ES,131691,Sinakungan Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,14,125.3821957,8.5830339
ES,131692,Skyline Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,21,125.5835577,8.6642523
ES,131693,Sta Fe Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,27,125.6895104,8.6271812
ES,131694,Tag-anahaw Elementary School,CARAGA,Agusan del Sur,ESPERANZA,1,0,0,0,13,NA,NA
ES,131695,Tagbalili Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,26,NA,NA
ES,131697,Batac Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,13,125.7393892,8.6513229
ES,131698,Casanaag Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,19,125.7145952,8.6034622
ES,131699,Catmonon Elementary School,CARAGA,Agusan del Sur,ESPERANZA,3,0,0,0,20,NA,NA
ES,131700,Cebulan Elementary School,CARAGA,Agusan del Sur,ESPERANZA,1,0,0,0,15,125.7625409,8.6282843
ES,131701,Concordia Elemenrary School,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,17,125.6767648,8.6163042
ES,131702,Duangan ES,CARAGA,Agusan del Sur,ESPERANZA,0,3,0,0,34,125.7295775,8.6119698
ES,131703,Guadalupe CES,CARAGA,Agusan del Sur,ESPERANZA,0,2,0,0,29,125.710389,8.5816194
ES,131704,Labao Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,21,125.713934,8.62688
ES,131705,Maliwanag ES,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,10,NA,NA
ES,131706,Datu Mankumbate Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,9,125.7422669,8.5859902
ES,131707,Nato ES,CARAGA,Agusan del Sur,ESPERANZA,0,0,4,0,20,122.7878782,12.3608832
ES,131708,Odiong Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,22,NA,NA
ES,131709,Oro ES,CARAGA,Agusan del Sur,ESPERANZA,1,0,0,0,23,125.6698153,8.5901571
ES,131710,Makalindang PS,CARAGA,Agusan del Sur,ESPERANZA,0,2,0,0,24,125.7517058,8.5929452
ES,131711,San Toribio ES,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,25,NA,NA
ES,131712,Segunda ES,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,19,125.5265182,8.5520689
ES,131713,Tahina Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,1,0,0,31,125.6626851,8.6106396
ES,131714,Tandang Sora Elementary School,CARAGA,Agusan del Sur,ESPERANZA,0,0,0,0,15,125.7117521,8.4241495
ES,131730,Loreto Central Elem School,CARAGA,Agusan del Sur,LORETO,3,0,0,1,26,NA,NA
ES,131771,Asuncion Elementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,24,NA,NA
ES,131772,Aurora Elementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,2,0,0,26,125.8398056,8.5902442
ES,131773,Bagnan Elementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,0,0,0,19,125.8473355,8.5766545
ES,131774,Cordova Elementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,20,125.8989614,8.5452192
ES,131775,East Prosperidad Central Elementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),10,0,0,1,25,NA,NA
ES,131776,La Caridad ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,2,0,0,27,125.9109163,8.5333573
ES,131777,La Fortuna Eementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,18,125.9091019,8.5605715
ES,131778,Las Navas ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),2,0,0,0,13,125.908136,8.560417
ES,131779,Lucena ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),4,0,0,1,23,125.8740402,8.5670958
ES,131780,Mapaga  Elementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,28,125.8855343,8.5933914
ES,131781,New Visayas ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,0,0,0,21,125.8165026,8.5624066
ES,131782,Pakwan ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,30,NA,NA
ES,131783,San Agustin ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,16,NA,NA
ES,131784,San Jose ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,3,0,0,31,NA,NA
ES,131786,SAN RAFAEL ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,26,125.8475921,8.5163702
ES,131787,San Roque ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,2,0,0,22,125.8315015,8.5451236
ES,131788,San Vicente ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),2,0,0,0,22,125.8547187,8.540657
ES,131789,West Prosperidad Central Elementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,29,125.8988102,8.5767818
ES,131790,Awa Elementary School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,26,NA,NA
ES,131791,Azpetia Elementary  School,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,1,0,0,24,125.9445977,8.6386517
ES,131792,Dona Rosario ES,CARAGA,Agusan del Sur,PROSPERIDAD (Capital),0,3,0,0,36,125.90478,8.65016
